number,label,title,created,html_url,state
229,[],add chamatamunew_8306540-1,2024-02-09 10:38:25+00:00,https://github.com/dymensionxyz/chain-registry/pull/229,closed
230,[],changa DA Avail,2024-02-09 11:20:23+00:00,https://github.com/dymensionxyz/chain-registry/pull/230,open
231,[],Update milan_4055679-1.json,2024-02-09 11:33:15+00:00,https://github.com/dymensionxyz/chain-registry/pull/231,open
232,[],Add Arkham,2024-02-09 11:47:16+00:00,https://github.com/dymensionxyz/chain-registry/pull/232,open
233,[],Add files via upload,2024-02-09 11:58:32+00:00,https://github.com/dymensionxyz/chain-registry/pull/233,open
234,[],added chamatamunew_8306540-1,2024-02-09 12:05:36+00:00,https://github.com/dymensionxyz/chain-registry/pull/234,closed
235,[],add Equinox rollapp  avail da,2024-02-09 12:20:14+00:00,https://github.com/dymensionxyz/chain-registry/pull/235,open
236,[],Add Animus,2024-02-09 12:27:28+00:00,https://github.com/dymensionxyz/chain-registry/pull/236,open
237,[],Add files via upload,2024-02-09 12:31:04+00:00,https://github.com/dymensionxyz/chain-registry/pull/237,open
238,[],Add Ace,2024-02-09 12:37:00+00:00,https://github.com/dymensionxyz/chain-registry/pull/238,closed
239,[],Add ultramit,2024-02-09 14:59:55+00:00,https://github.com/dymensionxyz/chain-registry/pull/239,open
240,[],Add DMC,2024-02-09 15:00:56+00:00,https://github.com/dymensionxyz/chain-registry/pull/240,open
241,[],Celestia to Avail Update blvck_7037440-1.json,2024-02-09 15:03:42+00:00,https://github.com/dymensionxyz/chain-registry/pull/241,open
242,[],Add Umbros,2024-02-09 15:22:21+00:00,https://github.com/dymensionxyz/chain-registry/pull/242,open
243,[],OLD:Re-Submit rollapp Hand json file,2024-02-09 15:24:24+00:00,https://github.com/dymensionxyz/chain-registry/pull/243,open
244,[],Add phoenix Rollapp,2024-02-09 15:36:11+00:00,https://github.com/dymensionxyz/chain-registry/pull/244,open
245,[],Re-submit thuongdh rollapp,2024-02-09 15:37:29+00:00,https://github.com/dymensionxyz/chain-registry/pull/245,open
246,[],Added my RollApp,2024-02-09 15:44:56+00:00,https://github.com/dymensionxyz/chain-registry/pull/246,open
247,[],Add xvale,2024-02-09 15:45:28+00:00,https://github.com/dymensionxyz/chain-registry/pull/247,open
248,[],Add files via upload,2024-02-09 15:50:21+00:00,https://github.com/dymensionxyz/chain-registry/pull/248,open
249,[],Resubmit  diablox_2144414-1.json ,2024-02-09 16:01:37+00:00,https://github.com/dymensionxyz/chain-registry/pull/249,open
250,[],Add Avocado,2024-02-09 16:07:55+00:00,https://github.com/dymensionxyz/chain-registry/pull/250,open
251,[],added RollApp,2024-02-09 16:35:31+00:00,https://github.com/dymensionxyz/chain-registry/pull/251,open
252,[],Update paraf_6356383-1.json,2024-02-09 16:41:33+00:00,https://github.com/dymensionxyz/chain-registry/pull/252,open
253,[],Update reginsty,2024-02-09 17:37:17+00:00,https://github.com/dymensionxyz/chain-registry/pull/253,closed
254,[],Update aprianig_5262275-1.json,2024-02-09 18:42:45+00:00,https://github.com/dymensionxyz/chain-registry/pull/254,open
255,[],ok,2024-02-09 19:40:04+00:00,https://github.com/dymensionxyz/chain-registry/pull/255,open
256,[],change DA,2024-02-09 19:50:35+00:00,https://github.com/dymensionxyz/chain-registry/pull/256,open
257,[],use Avail layer,2024-02-09 20:00:11+00:00,https://github.com/dymensionxyz/chain-registry/pull/257,open
258,[],Add sarox_7384835-1 RollApp,2024-02-09 20:02:45+00:00,https://github.com/dymensionxyz/chain-registry/pull/258,open
259,[],molki and Avail,2024-02-09 20:16:11+00:00,https://github.com/dymensionxyz/chain-registry/pull/259,open
260,[],change the data availability network,2024-02-09 20:23:54+00:00,https://github.com/dymensionxyz/chain-registry/pull/260,open
261,[],PR change from celestia to avail,2024-02-09 20:30:35+00:00,https://github.com/dymensionxyz/chain-registry/pull/261,open
262,[],Update hurber_7215204-1.json,2024-02-09 22:05:01+00:00,https://github.com/dymensionxyz/chain-registry/pull/262,open
263,[],Add files via upload,2024-02-09 22:32:27+00:00,https://github.com/dymensionxyz/chain-registry/pull/263,closed
264,[],added daics_9875763-1 RollApp,2024-02-09 23:13:29+00:00,https://github.com/dymensionxyz/chain-registry/pull/264,closed
265,[],Create daics_9875763-1 rollapp,2024-02-09 23:36:02+00:00,https://github.com/dymensionxyz/chain-registry/pull/265,closed
266,[],Create thoalt_1238009-1 rollup,2024-02-10 00:45:13+00:00,https://github.com/dymensionxyz/chain-registry/pull/266,open
267,[],Adding blockchaindev_5542733-1,2024-02-10 01:22:43+00:00,https://github.com/dymensionxyz/chain-registry/pull/267,closed
268,[],added RollApp sargesmith,2024-02-10 02:23:47+00:00,https://github.com/dymensionxyz/chain-registry/pull/268,open
269,[],Adding My New RollApp,2024-02-10 03:46:41+00:00,https://github.com/dymensionxyz/chain-registry/pull/269,open
270,[],Update gracecampo_8565643-1.json,2024-02-10 05:21:29+00:00,https://github.com/dymensionxyz/chain-registry/pull/270,open
271,[],Added my new RollApp,2024-02-10 07:15:35+00:00,https://github.com/dymensionxyz/chain-registry/pull/271,open
272,[],added new RollApp,2024-02-10 07:21:17+00:00,https://github.com/dymensionxyz/chain-registry/pull/272,closed
273,[],chims_5840237-1,2024-02-10 07:50:29+00:00,https://github.com/dymensionxyz/chain-registry/pull/273,open
274,[],OLD:Adding My New RollApp,2024-02-10 08:10:30+00:00,https://github.com/dymensionxyz/chain-registry/pull/274,closed
275,[],looperz_9999903-1.json,2024-02-10 08:25:39+00:00,https://github.com/dymensionxyz/chain-registry/pull/275,open
276,[],Add RollApp - RAKKO,2024-02-10 08:38:57+00:00,https://github.com/dymensionxyz/chain-registry/pull/276,open
277,[],add rollapp,2024-02-10 09:17:54+00:00,https://github.com/dymensionxyz/chain-registry/pull/277,closed
278,[],Added my new RollApp,2024-02-10 10:41:47+00:00,https://github.com/dymensionxyz/chain-registry/pull/278,closed
279,[],Added my new  RollApp,2024-02-10 11:13:08+00:00,https://github.com/dymensionxyz/chain-registry/pull/279,open
280,[],Added my new RollApp,2024-02-10 11:38:16+00:00,https://github.com/dymensionxyz/chain-registry/pull/280,open
281,[],added RollApp RCH,2024-02-10 11:48:10+00:00,https://github.com/dymensionxyz/chain-registry/pull/281,open
282,[],Added my new RollApp,2024-02-10 12:13:28+00:00,https://github.com/dymensionxyz/chain-registry/pull/282,open
283,[],update channel agentr_6377203-1,2024-02-10 12:18:34+00:00,https://github.com/dymensionxyz/chain-registry/pull/283,open
284,[],Add new prolinkmoon_7662938-1,2024-02-10 12:24:10+00:00,https://github.com/dymensionxyz/chain-registry/pull/284,open
285,[],Add Rollapp katcovn,2024-02-10 13:02:50+00:00,https://github.com/dymensionxyz/chain-registry/pull/285,open
286,[],Added my new RollApp,2024-02-10 13:17:42+00:00,https://github.com/dymensionxyz/chain-registry/pull/286,open
287,[],Update gonluzenginrollapp_6211025-1.json,2024-02-10 13:36:26+00:00,https://github.com/dymensionxyz/chain-registry/pull/287,closed
288,[],SECARD to Avail Update,2024-02-10 13:51:38+00:00,https://github.com/dymensionxyz/chain-registry/pull/288,closed
289,[],Add files via upload,2024-02-10 13:55:00+00:00,https://github.com/dymensionxyz/chain-registry/pull/289,open
290,[],Add roller app halo_1083458-1,2024-02-10 14:20:11+00:00,https://github.com/dymensionxyz/chain-registry/pull/290,open
291,[],Added my new RollApp,2024-02-10 15:52:42+00:00,https://github.com/dymensionxyz/chain-registry/pull/291,open
292,[],Add RollApp — gloriousnode_5889344-1,2024-02-10 15:54:46+00:00,https://github.com/dymensionxyz/chain-registry/pull/292,open
293,[],avail da,2024-02-10 18:39:54+00:00,https://github.com/dymensionxyz/chain-registry/pull/293,open
294,[],Zeseidon,2024-02-10 21:17:49+00:00,https://github.com/dymensionxyz/chain-registry/pull/294,open
295,[],Update venus_3563382-1.json,2024-02-10 22:08:28+00:00,https://github.com/dymensionxyz/chain-registry/pull/295,closed
296,[],Update serotonin_3433423-1.json,2024-02-10 22:57:45+00:00,https://github.com/dymensionxyz/chain-registry/pull/296,closed
297,[],Update DA to Avail: phien_6690-1,2024-02-10 23:41:23+00:00,https://github.com/dymensionxyz/chain-registry/pull/297,open
298,[],adding isodayiavail_9849945-1.json,2024-02-10 23:46:04+00:00,https://github.com/dymensionxyz/chain-registry/pull/298,open
299,[],Update DA to Avail,2024-02-11 01:45:40+00:00,https://github.com/dymensionxyz/chain-registry/pull/299,open
300,[],anaklanang_5930880-1 Migrate Avail,2024-02-11 02:36:26+00:00,https://github.com/dymensionxyz/chain-registry/pull/300,open
301,[],venux_3616593-1,2024-02-11 03:13:14+00:00,https://github.com/dymensionxyz/chain-registry/pull/301,open
302,[],Add RollApp — clanify,2024-02-11 04:43:58+00:00,https://github.com/dymensionxyz/chain-registry/pull/302,open
303,[],Adding my new RollApp,2024-02-11 04:46:23+00:00,https://github.com/dymensionxyz/chain-registry/pull/303,open
304,[],add alpnode,2024-02-11 04:59:23+00:00,https://github.com/dymensionxyz/chain-registry/pull/304,open
305,[],Rollapp caviblocks_7357151-1,2024-02-11 06:22:23+00:00,https://github.com/dymensionxyz/chain-registry/pull/305,open
306,[],Add RollApp aviciiforever_7441774-1,2024-02-11 08:59:38+00:00,https://github.com/dymensionxyz/chain-registry/pull/306,open
307,[],Update orochi_88-1.json,2024-02-11 11:30:39+00:00,https://github.com/dymensionxyz/chain-registry/pull/307,open
308,[],Adding anhvtk,2024-02-11 11:58:27+00:00,https://github.com/dymensionxyz/chain-registry/pull/308,open
309,[],PR for chewy-7297564-1 roll app,2024-02-11 12:06:19+00:00,https://github.com/dymensionxyz/chain-registry/pull/309,open
310,[],Update yaznodes_4221705-1.json,2024-02-11 12:13:53+00:00,https://github.com/dymensionxyz/chain-registry/pull/310,open
311,[],adding papaman rollapp,2024-02-11 14:28:30+00:00,https://github.com/dymensionxyz/chain-registry/pull/311,open
312,[],Add files via upload,2024-02-11 14:34:07+00:00,https://github.com/dymensionxyz/chain-registry/pull/312,open
313,[],added RollApp,2024-02-11 16:16:06+00:00,https://github.com/dymensionxyz/chain-registry/pull/313,open
314,[],Update zero_9121816-1.json,2024-02-11 18:24:26+00:00,https://github.com/dymensionxyz/chain-registry/pull/314,open
315,[],Add hodor RollApp,2024-02-11 18:31:29+00:00,https://github.com/dymensionxyz/chain-registry/pull/315,open
316,[],Add files via upload,2024-02-11 18:49:23+00:00,https://github.com/dymensionxyz/chain-registry/pull/316,open
317,[],Update gonygogo_5700745-1.json,2024-02-11 20:10:48+00:00,https://github.com/dymensionxyz/chain-registry/pull/317,open
318,[],Added my new RollApp,2024-02-11 20:42:43+00:00,https://github.com/dymensionxyz/chain-registry/pull/318,closed
319,[],candas_6635324-1,2024-02-11 22:19:22+00:00,https://github.com/dymensionxyz/chain-registry/pull/319,open
320,[],Add files via upload,2024-02-11 23:34:55+00:00,https://github.com/dymensionxyz/chain-registry/pull/320,open
321,[],Added my new rollup,2024-02-12 04:41:56+00:00,https://github.com/dymensionxyz/chain-registry/pull/321,open
322,[],Nodes.Guru rollapp,2024-02-12 07:24:30+00:00,https://github.com/dymensionxyz/chain-registry/pull/322,open
323,[],Added my new RollApp,2024-02-12 08:56:08+00:00,https://github.com/dymensionxyz/chain-registry/pull/323,open
324,[],Add files via upload,2024-02-12 10:28:08+00:00,https://github.com/dymensionxyz/chain-registry/pull/324,open
325,[],Add files via upload,2024-02-12 12:42:10+00:00,https://github.com/dymensionxyz/chain-registry/pull/325,open
326,[],Saireddy rollap registry,2024-02-12 13:08:32+00:00,https://github.com/dymensionxyz/chain-registry/pull/326,open
327,[],Update gonygogo_5700745-1.json set to AVAIL,2024-02-12 14:01:59+00:00,https://github.com/dymensionxyz/chain-registry/pull/327,open
328,[],Added my new RollApp,2024-02-12 14:51:05+00:00,https://github.com/dymensionxyz/chain-registry/pull/328,open
329,[],Add files via upload,2024-02-12 15:10:10+00:00,https://github.com/dymensionxyz/chain-registry/pull/329,closed
330,[],tana,2024-02-12 15:35:32+00:00,https://github.com/dymensionxyz/chain-registry/pull/330,open
331,[],Update senoll_7695811-1,2024-02-12 15:40:10+00:00,https://github.com/dymensionxyz/chain-registry/pull/331,closed
332,[],Added my new RollApp,2024-02-12 16:41:18+00:00,https://github.com/dymensionxyz/chain-registry/pull/332,open
333,[],Avail RollApp,2024-02-12 16:47:33+00:00,https://github.com/dymensionxyz/chain-registry/pull/333,closed
334,[],Avail RollApp Chain,2024-02-12 16:55:44+00:00,https://github.com/dymensionxyz/chain-registry/pull/334,open
335,[],sercen_4266440-1,2024-02-12 17:17:52+00:00,https://github.com/dymensionxyz/chain-registry/pull/335,closed
336,[],added RollApp,2024-02-12 17:18:01+00:00,https://github.com/dymensionxyz/chain-registry/pull/336,closed
337,[],Added chamatamunew_8306540-1,2024-02-12 18:15:54+00:00,https://github.com/dymensionxyz/chain-registry/pull/337,closed
338,[],Added chamatamunew_8306540-1,2024-02-12 18:48:32+00:00,https://github.com/dymensionxyz/chain-registry/pull/338,closed
339,[],added chamatamunew_8306540-1,2024-02-12 19:37:34+00:00,https://github.com/dymensionxyz/chain-registry/pull/339,open
340,[],Add files via upload,2024-02-12 20:58:36+00:00,https://github.com/dymensionxyz/chain-registry/pull/340,open
341,[],Create paraf_6356383-1.json,2024-02-13 00:07:56+00:00,https://github.com/dymensionxyz/chain-registry/pull/341,open
342,[],Update paraf_6356383-1.json,2024-02-13 00:11:27+00:00,https://github.com/dymensionxyz/chain-registry/pull/342,open
343,[],awelmisin_4400287-1,2024-02-13 00:18:32+00:00,https://github.com/dymensionxyz/chain-registry/pull/343,open
344,[],Add my new RollApp,2024-02-13 01:50:28+00:00,https://github.com/dymensionxyz/chain-registry/pull/344,closed
345,[],Added Billion RollApp,2024-02-13 02:38:46+00:00,https://github.com/dymensionxyz/chain-registry/pull/345,open
346,[],Added my new RollApp,2024-02-13 03:16:17+00:00,https://github.com/dymensionxyz/chain-registry/pull/346,closed
347,[],Added RollApp Creeks / Avail Task,2024-02-13 04:24:48+00:00,https://github.com/dymensionxyz/chain-registry/pull/347,open
348,[],Added my new RollApp,2024-02-13 06:01:40+00:00,https://github.com/dymensionxyz/chain-registry/pull/348,closed
349,[],Please add my rollapp hoangnode_4663681-1,2024-02-13 09:10:18+00:00,https://github.com/dymensionxyz/chain-registry/pull/349,open
350,[],Added my new RollApp,2024-02-13 09:53:24+00:00,https://github.com/dymensionxyz/chain-registry/pull/350,open
351,[],Add Seaflag chain roll app,2024-02-13 10:01:25+00:00,https://github.com/dymensionxyz/chain-registry/pull/351,closed
352,[],Add RollApp — Boomsday,2024-02-13 10:34:07+00:00,https://github.com/dymensionxyz/chain-registry/pull/352,open
353,[],Update cnsask_8577089-1.json,2024-02-13 11:48:44+00:00,https://github.com/dymensionxyz/chain-registry/pull/353,closed
354,[],Added my new RollApp,2024-02-13 12:01:23+00:00,https://github.com/dymensionxyz/chain-registry/pull/354,open
355,[],Added my new RollApp,2024-02-13 12:04:03+00:00,https://github.com/dymensionxyz/chain-registry/pull/355,closed
356,[],Added my new RollApp,2024-02-13 12:53:48+00:00,https://github.com/dymensionxyz/chain-registry/pull/356,open
357,[],Add files via upload,2024-02-13 13:06:50+00:00,https://github.com/dymensionxyz/chain-registry/pull/357,open
358,[],Zelja,2024-02-13 13:16:14+00:00,https://github.com/dymensionxyz/chain-registry/pull/358,open
359,[],Add gembit_2457748-1,2024-02-13 14:28:32+00:00,https://github.com/dymensionxyz/chain-registry/pull/359,open
360,[],Update tolga_8331808-1.json,2024-02-13 23:35:48+00:00,https://github.com/dymensionxyz/chain-registry/pull/360,open
361,[],memolisr_8935760-1,2024-02-14 01:06:52+00:00,https://github.com/dymensionxyz/chain-registry/pull/361,open
362,[],Update zeycan_3437501-1.json,2024-02-14 11:26:27+00:00,https://github.com/dymensionxyz/chain-registry/pull/362,closed
363,[],zaza_4792283-1,2024-02-14 11:41:34+00:00,https://github.com/dymensionxyz/chain-registry/pull/363,open
364,[],Update stevards_9693435-1.json,2024-02-14 11:43:22+00:00,https://github.com/dymensionxyz/chain-registry/pull/364,open
365,[],change ip for rollapp sychonix,2024-02-14 13:52:28+00:00,https://github.com/dymensionxyz/chain-registry/pull/365,open
366,[],Avail task,2024-02-14 13:54:13+00:00,https://github.com/dymensionxyz/chain-registry/pull/366,closed
367,[],Update dymgalen_6981774-1.json,2024-02-14 14:36:12+00:00,https://github.com/dymensionxyz/chain-registry/pull/367,closed
368,[],Added my new RollApp,2024-02-14 15:35:54+00:00,https://github.com/dymensionxyz/chain-registry/pull/368,open
369,[],Update eektr_8173814-1.json,2024-02-14 18:20:04+00:00,https://github.com/dymensionxyz/chain-registry/pull/369,closed
370,[],Add RollApp - popcat,2024-02-14 21:31:44+00:00,https://github.com/dymensionxyz/chain-registry/pull/370,open
371,[],added RollApp,2024-02-15 02:05:35+00:00,https://github.com/dymensionxyz/chain-registry/pull/371,open
372,[],The First Music RollApp in the Hub!,2024-02-15 06:23:49+00:00,https://github.com/dymensionxyz/chain-registry/pull/372,open
373,[],RollApp,2024-02-15 06:54:50+00:00,https://github.com/dymensionxyz/chain-registry/pull/373,open
374,[],Zerochain Rollapp Pull request,2024-02-15 07:58:25+00:00,https://github.com/dymensionxyz/chain-registry/pull/374,open
375,[],register-rollapp,2024-02-15 10:06:46+00:00,https://github.com/dymensionxyz/chain-registry/pull/375,open
376,[],added RollApp,2024-02-15 10:59:18+00:00,https://github.com/dymensionxyz/chain-registry/pull/376,open
377,[],Adding shingle,2024-02-15 13:09:20+00:00,https://github.com/dymensionxyz/chain-registry/pull/377,open
378,[],added kooo_9044943-1,2024-02-15 19:08:23+00:00,https://github.com/dymensionxyz/chain-registry/pull/378,open
379,[],Add sahir_6054111-1,2024-02-15 20:57:02+00:00,https://github.com/dymensionxyz/chain-registry/pull/379,open
380,[],Create outerspacestaking_9690709-1.json Avail RollApp,2024-02-15 23:40:45+00:00,https://github.com/dymensionxyz/chain-registry/pull/380,open
381,[],added RollApp,2024-02-16 04:03:05+00:00,https://github.com/dymensionxyz/chain-registry/pull/381,open
382,[],Add RollApp — mmnaff,2024-02-16 07:12:25+00:00,https://github.com/dymensionxyz/chain-registry/pull/382,open
383,[],atacoin rollapp setup,2024-02-16 13:33:15+00:00,https://github.com/dymensionxyz/chain-registry/pull/383,open
384,[],Added my new RollApp,2024-02-16 14:34:57+00:00,https://github.com/dymensionxyz/chain-registry/pull/384,open
385,[],added RollApp,2024-02-16 17:58:33+00:00,https://github.com/dymensionxyz/chain-registry/pull/385,open
386,[],Add files via upload,2024-02-16 21:09:34+00:00,https://github.com/dymensionxyz/chain-registry/pull/386,open
387,[],immamm added RollApp,2024-02-16 22:56:57+00:00,https://github.com/dymensionxyz/chain-registry/pull/387,open
388,[],added RollApp with https,2024-02-17 03:17:01+00:00,https://github.com/dymensionxyz/chain-registry/pull/388,open
389,[],marso_7498810-1 Avail Dym Rolap,2024-02-17 18:43:52+00:00,https://github.com/dymensionxyz/chain-registry/pull/389,open
390,[],update faraavail_6071273-1,2024-02-17 21:35:58+00:00,https://github.com/dymensionxyz/chain-registry/pull/390,open
391,[],Update paraf_6356383-1.json,2024-02-18 00:07:49+00:00,https://github.com/dymensionxyz/chain-registry/pull/391,open
392,[],added RollApp,2024-02-18 06:02:15+00:00,https://github.com/dymensionxyz/chain-registry/pull/392,open
393,[],added RollApp,2024-02-18 08:43:49+00:00,https://github.com/dymensionxyz/chain-registry/pull/393,open
394,[],fix: change http endpoints to https,2024-02-18 12:51:02+00:00,https://github.com/dymensionxyz/chain-registry/pull/394,open
395,[],Add files via upload,2024-02-18 14:36:44+00:00,https://github.com/dymensionxyz/chain-registry/pull/395,open
396,[],add KingSuper rollapp,2024-02-18 14:55:19+00:00,https://github.com/dymensionxyz/chain-registry/pull/396,open
397,[],Update burcu_6461485-1.json,2024-02-18 22:10:38+00:00,https://github.com/dymensionxyz/chain-registry/pull/397,open
398,[],Update krews_5203950-1.json,2024-02-18 23:10:11+00:00,https://github.com/dymensionxyz/chain-registry/pull/398,open
399,[],Added my new RollApp,2024-02-19 03:40:58+00:00,https://github.com/dymensionxyz/chain-registry/pull/399,open
400,[],Update dantecrz_8494502-1.json,2024-02-19 05:05:42+00:00,https://github.com/dymensionxyz/chain-registry/pull/400,open
401,[],Add danielvo_9828108-1,2024-02-19 06:06:04+00:00,https://github.com/dymensionxyz/chain-registry/pull/401,open
402,[],added RollApp,2024-02-19 10:57:31+00:00,https://github.com/dymensionxyz/chain-registry/pull/402,open
404,[],Adding rollapp,2024-02-19 13:29:09+00:00,https://github.com/dymensionxyz/chain-registry/pull/404,open
405,[],Update hrx_2809025-1.json,2024-02-19 18:48:14+00:00,https://github.com/dymensionxyz/chain-registry/pull/405,open
406,[],Add files via upload,2024-02-19 19:23:32+00:00,https://github.com/dymensionxyz/chain-registry/pull/406,closed
407,[],Add files via upload,2024-02-19 22:02:34+00:00,https://github.com/dymensionxyz/chain-registry/pull/407,closed
408,[],Add files via upload,2024-02-19 22:11:44+00:00,https://github.com/dymensionxyz/chain-registry/pull/408,open
409,[],Add files via upload,2024-02-19 22:32:44+00:00,https://github.com/dymensionxyz/chain-registry/pull/409,open
410,[],Added my new RollApp,2024-02-20 00:21:24+00:00,https://github.com/dymensionxyz/chain-registry/pull/410,open
411,[],added RollApp,2024-02-20 06:41:23+00:00,https://github.com/dymensionxyz/chain-registry/pull/411,open
412,[],add my new rollapp,2024-02-20 06:56:55+00:00,https://github.com/dymensionxyz/chain-registry/pull/412,open
413,[],Add files via upload,2024-02-20 12:12:21+00:00,https://github.com/dymensionxyz/chain-registry/pull/413,open
414,[],Update gas to 5B adym.json,2024-02-20 12:59:18+00:00,https://github.com/dymensionxyz/chain-registry/pull/414,closed
415,[],Update dexalor_8891777-1.json,2024-02-20 15:02:12+00:00,https://github.com/dymensionxyz/chain-registry/pull/415,open
416,[],Update kesgin_1358754-1.json,2024-02-20 15:21:10+00:00,https://github.com/dymensionxyz/chain-registry/pull/416,open
417,[],Resubmit Update bp_1603730-1.json,2024-02-20 16:38:46+00:00,https://github.com/dymensionxyz/chain-registry/pull/417,open
418,[],Create paraf_6356383-1.json,2024-02-20 16:44:07+00:00,https://github.com/dymensionxyz/chain-registry/pull/418,open
419,[],Add MilkyWay,2024-02-23 04:32:10+00:00,https://github.com/dymensionxyz/chain-registry/pull/419,closed
420,[],Added new RollApp,2024-03-07 14:45:22+00:00,https://github.com/dymensionxyz/chain-registry/pull/420,open
421,[],Add stDYM,2024-03-13 15:28:27+00:00,https://github.com/dymensionxyz/chain-registry/pull/421,closed
422,[],Add my new RollAPP,2024-03-16 07:04:40+00:00,https://github.com/dymensionxyz/chain-registry/pull/422,open
423,[],added RollApp,2024-03-28 04:30:55+00:00,https://github.com/dymensionxyz/chain-registry/pull/423,closed
424,[],Added the new RollApp,2024-03-29 06:45:35+00:00,https://github.com/dymensionxyz/chain-registry/pull/424,open
425,[],add devnet evm rollapp,2024-04-04 20:19:52+00:00,https://github.com/dymensionxyz/chain-registry/pull/425,closed
426,[],add Blumbus into Internal-devnet,2024-04-05 07:59:53+00:00,https://github.com/dymensionxyz/chain-registry/pull/426,closed
427,[],chore: add wasm rollapp,2024-04-07 11:06:39+00:00,https://github.com/dymensionxyz/chain-registry/pull/427,open
428,[],chore: add evma to internal devnet,2024-04-09 16:17:18+00:00,https://github.com/dymensionxyz/chain-registry/pull/428,closed
429,[],chore: add nim to testnet,2024-04-16 13:25:58+00:00,https://github.com/dymensionxyz/chain-registry/pull/429,closed
430,[],chore(blumbus): add rax,2024-04-17 14:40:38+00:00,https://github.com/dymensionxyz/chain-registry/pull/430,closed
431,[],fix: add rax,2024-04-17 16:24:23+00:00,https://github.com/dymensionxyz/chain-registry/pull/431,closed
435,[],chore: add nimtwo,2024-04-26 21:56:56+00:00,https://github.com/dymensionxyz/chain-registry/pull/435,closed
436,[],fix: ibc channels,2024-04-26 23:16:31+00:00,https://github.com/dymensionxyz/chain-registry/pull/436,closed
437,[],chore: add rolx,2024-04-29 04:14:37+00:00,https://github.com/dymensionxyz/chain-registry/pull/437,closed
438,[],Update nebulafi_1336836-1.json,2024-05-03 13:54:34+00:00,https://github.com/dymensionxyz/chain-registry/pull/438,closed
439,[],chore: add rollappy,2024-05-08 15:58:27+00:00,https://github.com/dymensionxyz/chain-registry/pull/439,closed
440,[],Added my onchaingaming rollapp details to display on Hub,2024-05-11 03:05:18+00:00,https://github.com/dymensionxyz/chain-registry/pull/440,open
